state rawpoll_trump adjpoll_trump
"South Dakota" 49.64 49.31535
"New Mexico" 35.0 35.3607
Ohio 41.0 43.01589
"New Jersey" 34.0 34.3487
Maine 36.0 36.50996
Wisconsin 38.0 40.69424
Kentucky 61.0 61.27593
Illinois 34.0 34.2921
U.S. 45.0 45.92463
"Rhode Island" 41.0 42.72525
U.S. 41.2 42.54651
Michigan 35.0 38.7113
Kansas 47.0 47.3576
Ohio 39.0 41.03606
Massachusetts 29.0 29.59001
U.S. 37.0 39.06695
Nevada 42.0 41.31534
Pennsylvania 40.0 42.46597
Illinois 30.0 33.51265
Idaho 37.57 44.76759
U.S. 39.0 41.42523
Pennsylvania 39.0 40.89199
Nevada 44.0 44.31147
"Maine CD-2" 44.0 43.8271
Ohio 42.0 42.04905
Michigan 40.82 41.09727
Florida 43.0 44.99299
Missouri 47.0 47.6475
"North Carolina" 38.0 39.79148
"North Carolina" 44.0 47.38926
"West Virginia" 47.56 54.73196
Minnesota 37.0 37.3725
Oregon 35.0 35.40948
Indiana 43.0 47.05673
"South Dakota" 41.88 49.08913
Wisconsin 42.0 42.3629
"Maine CD-2" 40.4 43.53283
Utah 33.0 33.2372
Wisconsin 41.0 41.16325
Florida 41.0 43.34015
"North Carolina" 44.0 46.89132
Texas 44.0 46.89047
U.S. 37.9 40.07251
U.S. 42.0 42.40369
"Maine CD-1" 28.0 29.61156
"Maine CD-1" 32.3 35.62177
"Maine CD-2" 48.0 48.88877
"New Hampshire" 41.0 40.6598
Michigan 37.2 40.87581
"New Hampshire" 41.0 42.65631
Arizona 43.0 43.33953
"South Carolina" 39.0 43.76588
U.S. 40.8 42.32016
"North Carolina" 43.0 42.3508
Nevada 33.18 40.30553
Nevada 41.0 42.4013
Arkansas 38.33 45.40382
Pennsylvania 38.7 39.472
"North Dakota" 44.9 44.32265
Maine 35.0 36.52171
Wyoming 52.8 60.0047
"North Carolina" 42.0 44.1022
Nebraska 46.87 54.03407
Vermont 14.83 22.21584
U.S. 41.0 44.45387
Pennsylvania 42.0 41.99157
U.S. 37.7 40.13749
"South Carolina" 41.0 44.5868
Maine 26.61 33.98665
Oklahoma 40.34 47.38567
Louisiana 44.79 51.72013
"North Carolina" 43.0 43.20667
Colorado 38.0 38.39141
Alaska 33.15 40.4113
"South Carolina" 46.0 46.15534
"New Mexico" 23.64 30.82781
"North Carolina" 42.0 44.56254
U.S. 40.2 42.46718
Montana 38.99 46.23358
Mississippi 46.54 53.38664
Virginia 37.0 40.71276
Michigan 41.0 41.32196
"New Hampshire" 40.0 39.80616
Ohio 37.0 40.03981
"North Carolina" 45.0 45.81461
U.S. 36.0 39.42114
U.S. 44.0 44.21114
Michigan 39.5 40.8899
Georgia 45.0 47.54887
Arizona 42.0 44.81759
U.S. 33.87 40.99193
Oregon 25.0 31.10141
U.S. 47.87 44.36852
"North Dakota" 46.07 53.381
U.S. 41.1 42.77271
Kentucky 36.79 43.87056
U.S. 39.0 40.64386
U.S. 35.0 38.49082
Connecticut 31.95 39.21354
U.S. 41.0 43.01028
U.S. 40.0 43.64558
"Maine CD-2" 40.7 42.10452
"Maine CD-1" 30.1 31.72697
U.S. 44.0 45.17604
Ohio 45.0 45.30619
Texas 47.0 47.26748
Ohio 39.0 41.88272
"South Carolina" 41.0 43.44614
Maine 36.1 39.33237
Virginia 39.0 39.26192
U.S. 37.6 39.92865
Missouri 44.0 46.75298
U.S. 37.7 40.13862
U.S. 45.0 45.60469
Arizona 44.56 45.15895
Oregon 25.47 32.71952
Kansas 32.61 39.79388
"New York" 32.0 32.32505
"South Carolina" 40.94 47.868
Tennessee 43.8 50.87222
Florida 37.0 42.97513
"District of Columbia" 11.14 18.63358
U.S. 41.0 46.07303
Virginia 35.0 39.56787
Iowa 30.78 38.00613
"Rhode Island" 28.26 35.75208
U.S. 41.0 42.67052
Vermont 21.29 21.40495
Alabama 56.83 63.72022
Texas 52.23 52.80742
U.S. 42.6 44.39661
"North Carolina" 42.42 43.08391
California 35.0 36.71178
Hawaii 27.11 34.44232
U.S. 40.0 42.94164
U.S. 42.0 43.76526
Illinois 27.64 28.45977
Pennsylvania 42.0 42.25125
Georgia 46.3 47.92243
Florida 44.0 45.74933
"North Carolina" 43.0 44.63628
Ohio 44.0 45.76218
Pennsylvania 40.0 41.69267
Delaware 33.26 40.36192
U.S. 37.3 39.66837
U.S. 47.11 43.7951
U.S. 43.0 44.12028
Georgia 46.5 48.14115
U.S. 41.4 43.17267
Massachusetts 24.09 31.56793
U.S. 40.0 42.50725
U.S. 42.1 44.01025
U.S. 44.0 45.67583
"New York" 30.1 31.43424
U.S. 36.9 39.34052
Pennsylvania 43.0 43.10528
"District of Columbia" 5.0 6.047079
Florida 46.3 48.06624
Georgia 40.4 47.32174
Mississippi 52.0 54.73645
"New Hampshire" 36.0 38.01631
Iowa 45.0 46.68578
Florida 42.0 45.1178
Maryland 26.0 33.05601
Michigan 41.0 41.71502
"New Hampshire" 38.1 45.54816
U.S. 39.1 41.51108
Virginia 41.0 42.21384
Michigan 37.33 37.63211
California 31.0 31.32737
Colorado 26.21 33.43666
Maine 36.27 44.33687
"West Virginia" 49.0 53.94216
U.S. 41.1 43.11712
Alaska 46.0 46.8148
Florida 44.0 44.29604
Wyoming 59.0 59.7582
Alaska 36.9 44.81181
Iowa 35.0 41.24174
U.S. 36.0 42.13454
Colorado 29.0 35.27615
Virginia 31.0 36.916
U.S. 38.0 41.77905
"North Carolina" 41.0 43.1944
Ohio 43.0 45.36364
Florida 41.0 43.34637
Pennsylvania 41.0 43.2702
Washington 28.98 36.25222
U.S. 43.0 44.39846
"New York" 34.0 36.98218
"South Dakota" 53.0 53.76263
Maine 33.0 36.49472
Arizona 35.6 42.76102
"New Hampshire" 29.45 37.61299
U.S. 47.39 44.23236
Delaware 28.18 35.87756
Indiana 47.0 49.89199
Alabama 57.0 58.21761
Minnesota 29.88 37.08274
Georgia 43.0 45.49806
Montana 51.0 51.79708
"North Dakota" 52.0 52.8645
"New Mexico" 33.0 34.62875
California 25.62 26.73703
Michigan 32.42 39.5588
Georgia 45.0 45.15039
U.S. 40.0 42.27886
U.S. 37.1 39.54118
Nebraska 51.0 51.71757
"West Virginia" 60.0 60.72546
Nevada 44.0 45.53603
U.S. 37.0 42.84516
Virginia 31.39 38.45284
U.S. 41.2 43.32269
Florida 44.38 45.78099
Mississippi 47.0 46.47906
Florida 39.0 42.03472
U.S. 43.0 44.5459
"Rhode Island" 36.0 35.72143
"Rhode Island" 37.0 38.04558
Florida 45.0 46.66852
"New Hampshire" 36.0 35.70494
Vermont 25.0 24.68154
Delaware 34.0 34.65542
Tennessee 44.35 45.3085
Indiana 33.95 40.99989
Hawaii 27.28 35.28727
Missouri 36.54 43.61047
Wisconsin 27.01 34.2006
U.S. 46.6 43.64245
Oklahoma 55.0 55.59917
Hawaii 31.0 30.66144
Delaware 38.0 37.57492
Montana 48.0 47.62812
Maryland 27.0 26.55768
Arkansas 53.0 52.56437
"New Hampshire" 31.0 38.46113
U.S. 41.0 44.44904
"New York" 33.0 37.51723
Washington 34.0 33.63887
Pennsylvania 40.0 44.77711
"New Jersey" 34.0 33.60148
"North Carolina" 39.6 46.59295
Arkansas 53.0 53.62732
U.S. 41.3 43.51736
Oklahoma 57.0 56.5538
Tennessee 50.0 50.62572
Washington 42.36 43.28501
"Rhode Island" 32.76 40.98203
Idaho 49.0 48.61085
Vermont 24.0 24.93934
Maryland 27.0 27.6095
Missouri 47.0 48.98473
Alaska 47.0 46.63477
U.S. 46.95 43.92245
Idaho 49.0 49.75109
U.S. 36.0 39.94307
"District of Columbia" 4.0 3.721996
Connecticut 39.0 38.63561
Pennsylvania 37.0 39.20493
U.S. 39.0 42.07043
"New Jersey" 28.62 35.79263
Maine 38.0 37.67809
"New Hampshire" 35.0 36.00166
Indiana 49.04 48.86097
Massachusetts 28.0 27.71612
Indiana 49.0 48.55539
Wyoming 62.0 61.61352
Illinois 34.0 33.57459
Missouri 48.14 48.8377
Kentucky 60.0 60.63406
Utah 34.0 34.82184
Connecticut 36.0 36.81704
Wisconsin 38.0 39.63289
Louisiana 53.0 53.48363
Iowa 37.0 41.19945
"West Virginia" 59.0 58.60123
Maryland 28.62 29.70199
Virginia 43.0 44.10514
Vermont 21.49 29.56923
Alabama 54.0 53.49543
Iowa 44.0 43.62156
"North Carolina" 44.8 45.88015
Alaska 39.0 42.80634
Colorado 41.24 41.05757
Colorado 41.0 42.60509
Hawaii 33.0 33.88582
Arkansas 44.58 52.23978
U.S. 37.0 39.5663
"North Dakota" 55.0 54.65343
Tennessee 51.0 50.56377
"New Mexico" 33.0 32.60718
Pennsylvania 41.91 42.69323
Mississippi 50.0 50.40014
Missouri 49.0 49.62397
Utah 33.0 32.57632
Missouri 46.0 45.56311
"New Hampshire" 37.0 38.6478
Minnesota 32.36 32.94698
Idaho 38.39 46.21617
Massachusetts 25.36 26.36195
"South Dakota" 55.0 54.61518
Oregon 36.0 35.63035
Alabama 52.0 52.44372
Indiana 50.0 50.60339
"District of Columbia" 7.06 15.28405
Minnesota 38.0 37.61279
Arizona 39.0 42.57959
Colorado 36.0 38.96037
Idaho 44.0 47.06137
Pennsylvania 43.0 42.42688
Nebraska 51.0 50.59826
Nevada 43.0 42.58379
Ohio 37.21 44.32885
Florida 43.6 48.6488
Florida 43.0 45.61463
Kansas 47.0 46.6057
Iowa 44.0 44.77962
Maine 35.0 35.93015
"South Dakota" 44.01 51.85167
Wyoming 46.11 53.94572
"New Mexico" 26.18 33.99302
Pennsylvania 42.7 43.91758
Nevada 35.81 43.5393
Louisiana 54.0 53.51041
U.S. 46.52 43.60736
"West Virginia" 45.26 53.05171
Nebraska 38.71 46.4911
"New Hampshire" 32.0 37.21551
Wisconsin 41.0 40.60822
Kentucky 59.0 58.5669
Mississippi 45.01 52.3644
Pennsylvania 38.79 45.83934
"New Hampshire" 36.0 39.70371
Alaska 38.0 43.73663
Washington 24.0 26.93775
U.S. 40.0 43.35661
U.S. 46.03 43.26202
Washington 34.0 34.82572
Georgia 49.4 49.91496
U.S. 38.0 40.49619
U.S. 40.0 42.53122
Wisconsin 41.86 42.69703
"South Carolina" 46.0 45.50961
Illinois 34.0 34.65453
Louisiana 51.95 59.41663
Illinois 30.39 37.49103
Arizona 43.0 42.59712
"New York" 29.08 36.22271
Ohio 43.4 44.78717
Arizona 36.8 41.70098
"New Mexico" 36.6 37.3983
"New Mexico" 34.0 34.74131
Michigan 39.0 41.83691
"North Dakota" 37.9 45.87862
"New Jersey" 35.0 35.72613
Colorado 39.0 38.62177
Massachusetts 29.0 30.03143
Nevada 42.0 44.55134
Kansas 48.0 48.73738
Virginia 37.04 37.70676
Oklahoma 41.34 48.96195
Virginia 33.0 37.52139
Oregon 33.0 33.80302
"New Jersey" 31.71 33.26674
U.S. 47.73 44.96041
Wisconsin 42.0 42.7441
Texas 43.55 50.61987
Ohio 35.0 41.00784
"New York" 33.0 32.59024
"North Carolina" 43.0 42.534
U.S. 37.0 40.09878
Michigan 37.0 38.55578
Pennsylvania 36.0 41.85627
California 23.83 30.97564
Minnesota 37.0 37.75624
U.S. 46.77 43.95813
Kansas 50.29 49.99296
Kentucky 43.68 51.34885
Nevada 41.6 47.42683
U.S. 37.7 40.10971
"South Carolina" 45.11 52.57376
Texas 46.0 45.56289
"South Carolina" 50.89 51.7645
Michigan 42.0 41.58877
"North Carolina" 40.0 41.33866
Arizona 44.0 45.58887
Virginia 39.0 41.41059
Virginia 39.0 38.56025
Louisiana 51.46 52.45553
Nebraska 46.81 47.02475
"New Hampshire" 39.21 39.52263
Ohio 44.0 43.58128
Nevada 44.0 44.67903
Utah 32.0 32.55604
Connecticut 34.83 36.05261
Montana 34.88 42.76799
Kansas 29.67 37.47774
Mississippi 52.08 53.00833
U.S. 31.0 36.93596
U.S. 46.2 43.6186
Idaho 50.7 50.38957
"New York" 26.67 28.02967
Oregon 23.55 31.44597
Oklahoma 51.27 51.09951
Connecticut 33.37 41.28481
Arkansas 52.7 53.5178
Florida 39.16 46.266
Iowa 42.61 43.27145
U.S. 46.39 43.65482
"New Mexico" 35.11 32.30886
Alabama 52.39 53.40753
Pennsylvania 41.0 40.55518
Iowa 32.63 40.49452
Colorado 33.0 35.93853
Iowa 39.0 41.93735
Alabama 53.37 60.78298
U.S. 39.0 44.08387
Maine 38.69 39.38779
Missouri 48.21 48.75684
Nevada 43.43 43.71797
Colorado 37.0 38.68659
U.S. 38.0 41.5303
"North Carolina" 43.0 43.54645
Tennessee 44.64 52.29763
Florida 44.0 46.20866
Ohio 44.0 45.52608
Tennessee 47.28 48.0877
Illinois 27.44 28.27886
Maryland 31.56 32.49055
U.S. 39.0 41.78263
Arizona 43.0 43.71452
Massachusetts 23.72 31.92301
Kentucky 51.6 52.56403
California 30.0 29.59134
Georgia 46.0 45.50726
Delaware 33.89 34.67638
Oregon 37.24 38.0619
Colorado 38.0 38.78017
Florida 43.0 44.90049
Ohio 44.0 45.91446
Pennsylvania 40.0 41.83889
"North Carolina" 43.0 44.77758
Illinois 32.0 33.66288
Texas 57.0 57.59178
Montana 50.8 49.94371
Indiana 47.14 46.80929
U.S. 40.0 43.119
Michigan 40.0 40.6923
Delaware 32.0 37.21489
"Maine CD-2" 44.3 47.35701
"South Carolina" 45.0 45.4815
Washington 37.24 38.02208
U.S. 33.7 41.42446
Missouri 45.0 45.58128
Georgia 42.1 49.55534
Florida 40.0 44.08427
Georgia 46.0 47.77389
Florida 45.0 44.57646
"West Virginia" 55.84 57.0053
Virginia 38.0 39.4427
Georgia 38.0 43.88741
"New Hampshire" 23.29 31.75281
Indiana 44.0 44.74704
Florida 41.81 43.23084
"Maine CD-1" 29.8 33.04101
Arizona 40.0 42.57665
Colorado 40.89 40.56284
U.S. 37.0 41.01332
Ohio 45.0 45.67235
Virginia 34.0 36.582
Delaware 28.45 36.39739
"North Dakota" 41.53 49.78863
"District of Columbia" 21.25 29.78043
Massachusetts 28.57 29.4371
Texas 44.0 45.45318
U.S. 45.84 43.41586
Alaska 38.0 42.74475
Ohio 40.0 42.83522
U.S. 46.32 43.64864
Iowa 37.0 43.1407
Maryland 25.44 33.07584
Minnesota 35.8 36.24131
Florida 41.0 43.02327
Pennsylvania 41.0 42.95765
Ohio 43.0 45.03814
"North Carolina" 41.0 42.89235
Wyoming 57.0 61.62851
U.S. 31.0 35.29132
Virginia 39.0 39.61634
"District of Columbia" 5.0 6.232023
"South Dakota" 43.0 47.63761
"West Virginia" 58.73 66.78165
Washington 25.4 33.32648
U.S. 43.0 45.89764
U.S. 42.0 44.58871
Wisconsin 37.39 38.08088
Alaska 46.0 46.9795
Texas 47.0 47.62337
Iowa 37.0 39.80052
Wyoming 59.0 59.91796
Pennsylvania 40.0 41.42261
Michigan 38.0 39.3921
U.S. 41.0 44.80629
California 22.37 23.5129
U.S. 37.6 40.03716
Montana 54.15 53.04987
U.S. 43.0 45.15535
Nebraska 48.55 48.52296
Idaho 54.18 53.62691
Virginia 34.0 39.3722
Georgia 50.04 50.39824
Colorado 28.0 33.71986
Mississippi 48.59 49.28473
Virginia 31.13 38.77502
U.S. 39.0 42.00505
Georgia 40.0 42.76805
"South Dakota" 38.29 46.39698
U.S. 37.6 39.91074
"New York" 32.0 32.69621
"South Dakota" 52.0 52.92278
U.S. 45.41 42.80305
"South Carolina" 48.85 49.48881
Iowa 44.0 47.20619
Nebraska 42.0 46.54506
Maine 34.82 35.27052
Missouri 49.0 49.49458
"North Dakota" 49.0 50.03353
Vermont 10.76 19.13005
U.S. 39.0 42.77707
Alaska 29.98 38.16465
Hawaii 20.4 28.69036
Michigan 34.0 36.61487
Vermont 17.0 22.75644
"West Virginia" 61.0 61.88237
Montana 44.0 48.70836
"West Virginia" 52.0 56.56128
Arizona 31.4 39.17701
Kansas 50.27 49.73066
U.S. 38.1 40.52805
Montana 28.31 36.46827
U.S. 41.0 43.52393
U.S. 45.24 42.94595
"South Dakota" 48.01 47.4424
Wyoming 51.9 60.00039
"New Hampshire" 41.64 41.70351
Louisiana 49.0 53.06463
Virginia 34.0 39.79356
Michigan 28.49 36.23713
Delaware 39.29 39.8362
Idaho 33.65 41.73981
Pennsylvania 42.0 42.60284
Virginia 38.8 39.31559
Nebraska 52.0 52.87379
"New Mexico" 36.38 33.33646
Colorado 25.6 33.46525
"North Carolina" 38.07 45.62107
Minnesota 28.73 36.56309
Colorado 33.0 39.14185
Kentucky 49.0 54.36057
"West Virginia" 53.95 54.87331
Nevada 38.73 38.77717
Indiana 46.0 50.31059
Montana 52.0 52.96024
Oregon 39.7 41.94889
Connecticut 36.07 37.04826
Arkansas 52.44 53.01834
"New York" 25.0 31.81072
Arizona 48.8 50.17967
"New York" 31.07 32.18843
"North Dakota" 51.0 55.84682
"Rhode Island" 13.05 21.57819
"Rhode Island" 37.0 38.23039
Oklahoma 51.26 50.85078
Delaware 34.0 34.80623
Minnesota 34.0 38.62449
Maine 25.71 34.06636
Indiana 33.04 40.66762
Oklahoma 49.0 53.30192
Nebraska 40.76 48.7999
U.S. 37.9 40.18553
Alabama 53.0 56.98267
Florida 37.7 43.8367
Nevada 35.34 43.32253
U.S. 35.0 40.91645
U.S. 44.88 42.33346
Kentucky 52.0 56.37358
U.S. 37.3 37.91099
"New Jersey" 32.23 33.63989
Maine 36.7 39.85395
Illinois 32.5 35.72319
Colorado 35.0 38.20076
U.S. 42.0 45.09711
U.S. 43.0 45.26222
Iowa 44.49 44.90807
Florida 45.0 46.50696
Vermont 23.0 24.1149
Louisiana 49.16 49.91978
Missouri 34.42 42.07528
Oklahoma 56.0 56.74508
Tennessee 49.0 49.77394
California 31.0 31.69914
Mississippi 53.32 60.88736
Arkansas 54.0 54.77567
Georgia 46.0 46.47523
Arkansas 38.13 46.03555
"New Hampshire" 17.43 25.90697
Idaho 50.0 50.91024
U.S. 40.0 43.78097
Arizona 44.0 47.02617
Pennsylvania 37.0 40.51322
"New Mexico" 22.32 30.39525
Louisiana 53.0 53.61946
Florida 44.0 44.6595
Illinois 31.29 31.8887
U.S. 38.0 41.1982
Hawaii 34.0 35.05671
"New Hampshire" 37.0 38.18264
Delaware 28.34 36.29918
Connecticut 33.0 37.74935
Indiana 50.0 51.15462
U.S. 45.57 43.07797
Maryland 27.0 27.75631
Iowa 40.0 43.01919
Kentucky 60.0 60.78301
U.S. 43.0 44.91781
U.S. 45.3 43.12086
Tennessee 51.0 55.35644
Kentucky 57.06 57.65397
Maine 34.0 38.98165
Louisiana 49.54 57.23165
Nevada 41.0 43.94924
Missouri 43.0 47.35286
Virginia 46.0 49.77597
"District of Columbia" 15.1 23.64489
Missouri 50.0 50.77204
Idaho 44.0 48.61392
"New Hampshire" 47.9 48.4802
Wisconsin 28.86 36.67677
Connecticut 36.0 36.98193
Texas 50.14 50.49242
Oklahoma 44.49 52.35365
Maine 35.0 36.10491
Alabama 56.76 57.41857
Mississippi 50.0 50.5287
U.S. 37.9 40.16351
Florida 44.0 47.46627
Missouri 48.7 48.96685
Florida 40.0 42.95311
Alabama 52.0 52.57607
Nevada 41.0 43.99512
Colorado 38.0 38.46685
"New Hampshire" 32.0 36.7685
Indiana 48.0 48.74967
Virginia 37.0 39.81338
"New Jersey" 32.52 40.31261
California 31.0 34.98778
U.S. 36.2 38.57792
Montana 57.98 56.53734
California 27.86 28.76159
Arkansas 46.0 50.35972
Kansas 44.0 46.49683
U.S. 36.2 38.59344
"Rhode Island" 25.04 33.58265
Iowa 44.0 44.94126
U.S. 36.7 39.03666
"North Dakota" 43.17 42.24391
U.S. 42.0 44.36779
Washington 35.28 35.4465
Ohio 38.97 46.69032
Maryland 31.74 32.3914
Kansas 26.74 34.8094
U.S. 46.26 43.79432
Wisconsin 38.0 41.54664
Oregon 36.0 36.44201
"Rhode Island" 33.0 38.21869
"South Dakota" 45.45 44.54303
Tennessee 48.57 49.09761
Utah 39.0 39.98885
U.S. 35.0 39.23818
U.S. 36.2 38.55473
Washington 34.0 34.99137
"New Mexico" 34.0 34.89961
Hawaii 29.17 37.47373
U.S. 38.0 40.23248
"South Carolina" 44.27 51.95848
Georgia 43.0 45.6019
California 26.0 29.40836
Connecticut 34.09 34.62255
U.S. 44.07 41.99163
Maine 33.06 33.15575
Florida 38.8 42.62301
U.S. 38.0 41.37185
Tennessee 43.0 50.90317
Mississippi 51.09 51.4787
Indiana 50.31 49.70049
Georgia 37.0 40.63516
"West Virginia" 55.31 55.89737
Montana 40.84 49.01103
Idaho 55.22 54.32861
Georgia 41.0 42.23265
Vermont 24.0 29.03049
Delaware 33.0 37.41744
Massachusetts 29.85 30.41371
Texas 40.79 48.44448
Michigan 37.0 38.76622
Vermont 24.0 29.00052
Massachusetts 28.0 29.21501
"North Dakota" 63.29 71.56185
Oregon 32.0 32.96669
Washington 36.0 36.8094
U.S. 38.0 42.01588
Illinois 34.0 34.80526
"New Jersey" 36.0 36.8831
"New York" 28.96 36.71239
Kansas 48.0 48.89534
Kentucky 41.89 49.80559
Illinois 29.27 36.96636
"New Mexico" 35.93 32.54906
"New Hampshire" 39.51 39.21216
Illinois 31.0 35.4156
U.S. 45.65 43.18506
Florida 47.0 48.08248
Delaware 35.62 35.83669
U.S. 40.0 44.00726
Connecticut 36.0 40.77475
Arizona 49.06 49.28421
California 26.85 34.60633
Minnesota 37.57 37.72373
Nebraska 47.56 47.19774
U.S. 42.0 43.19299
Hawaii 25.0 29.89059
Massachusetts 29.0 34.18963
Wisconsin 41.0 41.90263
Minnesota 36.0 36.91584
Nevada 44.0 44.83189
Wisconsin 42.28 42.68399
Colorado 44.86 44.24388
U.S. 35.0 39.32082
Pennsylvania 37.0 40.78481
Florida 38.56 46.26305
U.S. 40.0 39.56586
Washington 37.0 37.98184
Iowa 35.59 43.72228
Utah 33.0 33.68345
"North Carolina" 44.0 43.96173
Alaska 27.17 35.36753
Connecticut 27.69 35.87798
Maryland 27.0 31.32314
U.S. 37.9 40.09576
Missouri 40.0 40.8349
Alabama 54.78 62.41224
U.S. 36.0 39.7367
U.S. 39.0 43.00275
Virginia 40.35 40.28062
Kansas 55.3 54.42361
Oregon 32.0 36.72056
"New Jersey" 34.0 38.56266
"South Carolina" 49.0 49.21988
Arkansas 53.01 53.26142
U.S. 43.77 41.76832
Nebraska 39.06 47.11212
California 29.0 32.94674
U.S. 45.53 43.07318
Massachusetts 18.93 27.43713
Nevada 42.29 42.0055
Idaho 32.89 40.99226
U.S. 37.0 40.5244
"New Hampshire" 37.0 38.50217
Michigan 29.0 33.36878
Massachusetts 31.0 35.8792
Oregon 24.5 32.66711
Mississippi 46.0 49.89318
"Rhode Island" 28.48 36.9009
Oklahoma 53.2 52.46645
Georgia 41.25 48.92915
"North Carolina" 39.0 41.58569
U.S. 44.58 42.1049
"District of Columbia" 9.8 18.22305
U.S. 38.0 42.12881
"North Carolina" 43.0 43.68776
"New Hampshire" 21.23 29.58773
Maryland 24.96 32.83904
Iowa 36.0 42.21521
"New Jersey" 34.0 35.35005
Washington 26.71 34.9109
"South Dakota" 36.87 44.98951
Pennsylvania 35.97 43.59687
Texas 36.8 43.39177
Texas 46.27 46.50408
"West Virginia" 50.21 58.27392
Arizona 42.0 42.87048
Louisiana 50.88 51.32608
Iowa 46.18 46.25714
U.S. 36.0 40.17896
Ohio 38.0 40.22441
Arkansas 40.24 48.15715
U.S. 33.32 41.29717
U.S. 38.0 43.20718
U.S. 44.45 42.51214
U.S. 45.06 42.56599
Colorado 38.0 38.94185
"South Carolina" 49.66 49.98211
Oklahoma 41.63 49.50507
Ohio 38.6 42.27305
Montana 53.47 51.92566
Vermont 16.11 24.49378
U.S. 40.0 42.49962
Georgia 50.98 50.87912
Michigan 40.0 40.84632
California 32.0 33.37808
Minnesota 30.31 38.40747
"West Virginia" 52.74 53.22445
Iowa 39.0 40.7437
Mississippi 50.69 58.26742
Ohio 45.0 45.82463
"South Carolina" 45.0 45.61715
Washington 31.0 35.76718
"New Hampshire" 34.0 39.12849
U.S. 45.23 42.70573
Kentucky 56.38 56.66698
"South Dakota" 46.8 45.79076
Mississippi 49.22 49.50018
"West Virginia" 48.57 56.53055
Florida 43.74 44.92056
Maine 33.56 33.55636
Missouri 26.95 34.85057
U.S. 37.0 40.6483
U.S. 44.35 42.47655
Illinois 35.6 38.4724
California 34.0 35.35835
"New Jersey" 34.18 35.10143
Michigan 33.62 41.62228
Montana 37.96 46.02354
"New Mexico" 28.14 36.22763
U.S. 39.0 41.63646
Virginia 39.0 39.76374
Alaska 36.7 44.78903
Nevada 37.0 41.46592
Virginia 28.22 36.1092
Ohio 34.0 39.98507
U.S. 40.0 41.39103
"New Hampshire" 37.0 42.41456
Virginia 32.0 36.94342
Texas 47.0 47.77139
Virginia 35.0 40.86491
Michigan 30.0 36.02787
Vermont 27.34 35.60813
Illinois 32.0 33.66535
Wyoming 52.74 60.85288
"North Carolina" 37.0 42.71497
Pennsylvania 32.0 37.83595
California 33.0 34.65268
U.S. 40.0 40.05588
Alabama 55.52 55.88847
Florida 34.0 39.95751
Indiana 32.72 40.58994
Kansas 30.72 38.80175
Delaware 35.28 35.39257
U.S. 35.0 41.06667
"New Jersey" 32.0 37.59449
Tennessee 47.0 52.85349
"North Carolina" 38.39 46.17516
Arizona 30.69 38.72537
Maine 22.54 30.79491
Hawaii 16.96 25.15115
Connecticut 26.17 34.37088
U.S. 37.0 40.01953
"New Jersey" 38.0 40.89682
Colorado 23.66 31.79309
Delaware 18.2 26.05983
U.S. 43.0 45.6205
Georgia 46.04 45.86864
Nevada 30.43 38.42448
Missouri 46.0 49.75739
"New Mexico" 39.69 36.20641
Idaho 59.62 58.62613
Ohio 42.0 45.69891
"New Hampshire" 41.25 40.854
U.S. 44.72 42.16895
"South Dakota" 37.36 45.374
U.S. 34.0 40.48645
Louisiana 49.2 56.90227
"New York" 29.05 29.83517
U.S. 44.52 42.70696
Maryland 32.73 33.07658
U.S. 41.0 43.84019
"North Dakota" 45.48 53.6405
U.S. 36.0 39.92943
Hawaii 21.69 29.71481
U.S. 37.0 40.06928
Tennessee 43.35 51.26476
"New Jersey" 31.0 35.10263
Iowa 31.0 35.96629
U.S. 41.0 41.95189
Oregon 37.65 37.77002
"Rhode Island" 22.99 31.231
Missouri 47.69 47.65075
Kentucky 41.0 49.76171
Nebraska 51.19 50.72469
"New York" 31.0 31.85057
Arkansas 49.92 50.06681
Michigan 31.6 36.81703
Ohio 47.5 48.15207
Wisconsin 27.33 35.40939
"New Mexico" 29.0 33.59384
Idaho 42.68 50.67741
U.S. 37.0 40.23521
Pennsylvania 42.0 42.74906
Tennessee 47.07 47.29136
Wyoming 35.07 43.07763
Pennsylvania 36.06 43.92911
Alabama 53.12 53.58353
"South Carolina" 45.47 53.16909
Iowa 27.19 35.33493
U.S. 44.0 47.00304
U.S. 41.4 43.67125
U.S. 43.0 45.63276
U.S. 44.22 41.64037
Alabama 53.8 61.44259
Oregon 23.82 31.99991
"New Jersey" 31.0 35.87619
U.S. 37.0 41.42767
Nevada 43.73 43.34178
U.S. 44.41 42.65147
U.S. 35.0 41.46311
Georgia 45.0 48.34594
Illinois 29.5 33.50769
Ohio 42.56 43.01648
"South Dakota" 51.61 50.74495
"North Carolina" 43.09 43.51654
Michigan 38.18 38.24097
Nebraska 36.58 44.5292
"Maine CD-2" 33.6 37.8778
U.S. 37.0 40.76194
Kansas 53.56 52.58091
Michigan 41.0 42.59056
Wisconsin 36.0 39.065
Illinois 34.0 36.11823
Georgia 47.0 47.61034
Maryland 25.89 33.78052
Massachusetts 28.38 28.60147
"North Dakota" 49.28 57.27596
"New Jersey" 32.04 40.09265
Iowa 40.0 44.67252
Indiana 53.16 52.24621
Ohio 35.98 43.95258
Michigan 32.0 36.76536
Oklahoma 39.64 47.41895
