Id,MSZoning,LotArea,YrSold,SalePrice
2472,RM,10320,2007,181578.685
2473,RM,4330,2007,166475.4576
2474,RM,10320,2007,185998.2552
2475,RL,12888,2007,185527.7149
2476,RL,4484,2007,159027.1182
2477,RL,11235,2007,181169.6549
2478,RL,11235,2007,176732.9153
2479,RL,14299,2007,191619.2946
2480,RL,14149,2007,189114.3038
2481,RL,11677,2007,180934.6353
2482,RL,8425,2007,164573.3722
2483,RL,8665,2007,173902.0113
2484,RL,8398,2007,165625.1277
2485,RL,8169,2007,179555.2196
2486,RL,14175,2007,196899.7207
2487,RL,16779,2007,207566.1247
2488,RL,6960,2007,163899.9811
2489,RL,11375,2007,189179.4282
2490,RL,13770,2007,193892.88
2491,RL,9000,2007,178980.8743
2492,RL,11075,2007,179749.8762
2493,RL,17541,2007,197999.675
2494,RL,22692,2007,203717.4703
2495,RL,17808,2007,185249.2612
2496,RL,12671,2007,201691.2083
2497,RL,10512,2007,181956.5483
2498,RL,5400,2007,171895.9363
2499,RL,11515,2007,187245.1684
2500,RL,3869,2007,157816.7746
2501,RL,9280,2007,191702.9126
2502,RL,11100,2007,198599.42
2503,RL,7550,2007,187193.3137
2504,RL,23920,2007,220514.994
2505,RL,9317,2007,181814.5276
2506,RL,9178,2007,183750.7554
2507,RL,10481,2007,183000.4317
2508,RL,10235,2007,185830.9719
2509,RL,11750,2007,185497.8723
2510,RL,8760,2007,179613.4377
2511,RL,7242,2007,164454.968
2512,RL,9316,2007,185127.2372
2513,RL,8883,2007,178750.6138
2514,RL,20064,2007,160927.6104
2515,RL,14217,2007,192562.8081
2516,RL,10021,2007,180990.2415
2517,RL,8428,2007,180064.9415
2518,RL,16561,2007,196070.9974
2519,RL,10820,2007,180352.919
2520,RL,12352,2007,183367.9538
2521,RL,9543,2007,176734.8415
2522,RL,8826,2007,180848.2208
2523,RL,11800,2007,187806.0594
2524,RL,8660,2007,180521.5264
2525,RL,9720,2007,181502.7545
2526,RL,8982,2007,174525.8794
2527,RL,16300,2007,188927.9841
2528,RL,9675,2007,184728.8704
2529,RL,7200,2007,179857.9755
2530,RL,7200,2007,180962.8681
2531,RL,11354,2007,179194.0664
2532,RL,8749,2007,179591.7893
2533,RL,8158,2007,180638.4637
2534,RL,11927,2007,185846.2151
2535,RL,12728,2007,195174.0311
2536,RL,15295,2007,192474.5683
2537,RL,17227,2007,164200.5955
2538,RL,8145,2007,178403.0941
2539,RL,8769,2007,170774.8402
2540,RL,8334,2007,179879.9459
2541,RL,8333,2007,177668.1928
2542,RL,9045,2007,180174.3286
2543,RL,9825,2007,170643.3036
2544,RL,8308,2007,165448.0043
2545,RL,16287,2007,195531.7549
2546,RL,8240,2007,165314.1777
2547,RL,6285,2007,172532.7577
2548,RL,9555,2007,203310.2181
2549,RL,7023,2007,175090.0625
2550,RL,39290,2007,230841.3386
2551,RM,3675,2007,155225.1901
2552,RL,6400,2007,168322.3424
2553,RL,6882,2007,165956.2593
2554,RL,8741,2007,193956.8176
2555,RL,10042,2007,171070.3679
2556,RL,8172,2007,166285.2436
2557,RL,8172,2007,182875.8013
2558,RL,10890,2007,218108.5368
2559,RL,7223,2007,174378.7776
2560,RL,6821,2007,164731.3164
2561,RL,4000,2007,156969.6951
2562,RL,6720,2007,173388.8543
2563,RL,7155,2007,177559.6287
2564,RL,7230,2007,194297.7893
2565,RL,13108,2007,174894.5884
2566,RL,7810,2007,196544.1441
2567,RL,6221,2007,179036.1585
2568,RL,25485,2007,211423.9865
2569,RL,21579,2007,208156.3989
2570,RM,1782,2007,159233.9413
2571,RL,17871,2007,210820.1151
2572,RM,3907,2007,140196.1098
2573,RL,20693,2007,198678.4691
2574,RL,18044,2007,186818.6108
2575,RM,7000,2007,175044.7976
2576,RM,7288,2007,180031.1629
2577,RM,9060,2007,176889.1715
2578,RM,3672,2007,159638.8562
2579,RM,11067,2007,154287.2644
2580,C (all),8250,2007,191885.6182
2581,C (all),6565,2007,177503.3786
2582,C (all),6060,2007,166548.3168
2583,RM,5568,2007,164475.1494
2584,RL,12150,2007,167484.7449
2585,RL,10000,2007,188683.1606
2586,RL,12864,2007,162243.3995
2587,RL,9928,2007,180807.2139
2588,RL,8750,2007,176279.0796
2589,RL,8410,2007,163438.9591
2590,RL,4054,2007,161495.5394
2591,RL,19958,2007,216032.3037
2592,RL,8368,2007,176632.1815
2593,RL,8298,2007,168743.0016
2594,RL,10331,2007,183810.1185
2595,RL,6718,2007,156794.3605
2596,RL,11305,2007,169136.4301
2597,RL,7777,2007,183203.3188
2598,RL,11800,2007,213252.9269
2599,RL,12633,2007,190550.3279
2600,RL,43500,2007,234707.2099
2601,RM,6710,2007,135751.3189
2602,RM,1504,2007,164228.4589
2603,RM,1533,2007,153219.437
2604,RM,1495,2007,164210.7465
2605,RM,1890,2007,163883.2291
2606,RL,9129,2007,154892.7763
2607,RL,15957,2007,197092.0873
2608,RL,33983,2007,228148.3764
2609,RL,8286,2007,178680.5875
2610,RL,6723,2007,165643.3412
2611,RL,27697,2007,222406.6427
2612,RL,11000,2007,184021.8436
2613,RL,11625,2007,170871.0949
2614,RL,10447,2007,189562.8737
2615,RL,11027,2006,170591.885
2616,RL,10533,2006,172934.3517
2617,RL,11765,2006,186425.0699
2618,RL,39384,2006,218648.1311
2619,RL,11727,2006,183035.6068
2620,RL,8238,2006,178378.9061
2621,RL,13041,2006,184516.7166
2622,RL,9783,2006,181419.5253
2623,RL,13128,2006,196858.9234
2624,RL,13751,2006,189228.7015
2625,RL,13108,2006,208973.3808
2626,RL,8076,2006,180269.869
2627,RL,3701,2006,159488.7137
2628,RL,16023,2006,191490.2995
2629,RL,18062,2006,228684.2451
2630,RL,12292,2006,201842.9987
2631,RL,16052,2006,209242.8229
2632,RL,15922,2006,202357.6226
2633,RL,8147,2006,168238.6122
2634,RL,18261,2006,202524.1247
2635,RL,10464,2006,170588.7719
2636,RL,10530,2006,198375.3151
2637,RL,9927,2006,170636.8279
2638,FV,9512,2006,181991.0795
2639,RL,10530,2006,183994.5425
2640,RL,10000,2006,182951.4822
2641,RL,7200,2006,174126.2972
2642,RH,8773,2006,170575.4967
2643,RM,2760,2006,175332.2399
2644,RM,2160,2006,167522.0615
2645,RM,1890,2006,168095.5837
2646,RM,1680,2006,154406.4156
2647,RM,1680,2006,170996.9733
2648,RL,4043,2006,159056.8902
2649,RL,7514,2006,181373.6165
2650,RL,2280,2006,152272.561
2651,RL,2179,2006,168664.3468
2652,RL,16387,2006,211007.0083
2653,RL,16163,2006,182909.515
2654,RL,12228,2006,203926.8294
2655,RL,14780,2006,179082.8254
2656,RL,13975,2006,206260.0998
2657,RL,9942,2006,181732.4434
2658,RL,12867,2006,189698.7407
2659,RL,10672,2006,203074.3468
2660,RL,11643,2006,201670.6344
2661,RL,13758,2006,173756.8126
2662,RL,14828,2006,181387.0764
2663,RL,13215,2006,184859.1553
2664,RL,5911,2006,158313.6157
2665,RL,7740,2006,151951.9554
2666,RL,6373,2006,162537.527
2667,RL,10237,2006,178998.3371
2668,RL,10237,2006,186732.5849
2669,RL,11660,2006,187323.3184
2670,RL,11631,2006,199437.2328
2671,RL,9073,2006,185546.6809
2672,RL,3087,2006,161595.0158
2673,RL,2938,2006,154672.4228
2674,RM,3072,2006,159355.7101
2675,RL,3010,2006,155919.0141
2676,RL,9171,2006,182424.871
2677,RL,8658,2006,178100.5896
2678,RL,12104,2006,202577.9
2679,RL,9660,2006,177862.7789
2680,RL,9545,2006,182056.0247
2681,RL,9233,2006,191403.1992
2682,RL,10019,2006,196264.755
2683,RL,17242,2006,209375.0034
2684,RL,10236,2006,196691.8193
2685,RL,12585,2006,192458.4315
2686,RL,12447,2006,182242.8093
2687,RL,15218,2006,183259.5039
2688,RL,10936,2006,188108.2437
2689,FV,8640,2006,171418.6402
2690,FV,13162,2006,194698.8822
2691,FV,8125,2006,174841.8401
2692,RL,7733,2006,172965.4765
2693,RL,11024,2006,189386.3237
2694,RL,13072,2006,185682.6183
2695,RL,7800,2006,176412.0127
2696,RL,7632,2006,174976.4897
2697,RL,8304,2006,180718.5817
2698,RL,9370,2006,186131.1882
2699,RL,7175,2006,165220.7864
2700,RL,7175,2006,164115.8938
2701,RL,9019,2006,182125.7291
2702,RL,9100,2006,182285.1402
2703,RM,8927,2006,196325.4422
2704,RL,9240,2006,164865.2153
2705,RL,9308,2006,182694.4922
2706,RL,8450,2006,185425.4855
2707,RL,8638,2006,171414.7041
2708,RL,13052,2006,183433.4725
2709,RL,8020,2006,176844.9812
2710,RL,8789,2006,180568.1878
2711,RL,14330,2006,185948.6255
2712,RL,11025,2006,189388.2917
2713,FV,3628,2006,142754.4892
2714,FV,2544,2006,156106.8008
2715,FV,2998,2006,155895.3976
2716,FV,4447,2006,159851.9777
2717,FV,8314,2006,185157.8323
2718,FV,7180,2006,180716.2917
2719,RL,13110,2006,176901.094
2720,RL,10140,2006,181017.2225
2721,RL,9600,2006,183269.1594
2722,RL,8640,2006,193550.8301
2723,RL,9360,2006,170625.8427
2724,RL,8400,2006,182012.4059
2725,RL,9759,2006,179162.5073
2726,RL,9600,2006,183269.1594
2727,RL,8800,2006,180589.8362
2728,RL,10368,2006,181465.9352
2729,RL,9350,2006,196053.0299
2730,RL,10800,2006,183421.0203
2731,RL,8550,2006,167926.8391
2732,RL,9724,2006,168027.531
2733,RL,9600,2006,182164.2669
2734,RL,10858,2006,172469.0716
2735,RL,9600,2006,181059.3743
2736,RL,9462,2006,182997.5701
2737,RL,9888,2006,166140.5042
2738,RL,8917,2006,198515.5469
2739,RL,12700,2006,193789.6485
2740,RL,9723,2006,173550.0257
2741,RL,8400,2006,176487.9432
2742,RL,9610,2006,188813.3026
2743,RL,10000,2006,178531.912
2744,RL,10152,2006,182145.7315
2745,RL,8092,2006,179196.465
2746,RL,12778,2006,169618.3499
2747,RL,10170,2006,170010.1687
2748,RL,7700,2006,181739.6717
2749,RL,11050,2006,172846.935
2750,RL,13600,2006,195560.883
2751,RL,15428,2006,180358.1143
2752,RL,21299,2006,211817.7028
2753,RL,13300,2006,176170.1287
2754,RL,22136,2006,234492.2483
2755,RL,7500,2006,182450.9565
2756,RL,10410,2006,174902.0681
2757,RL,10914,2006,173684.1743
2758,RL,7008,2006,147196.6737
2759,RL,7200,2006,175231.1897
2760,RL,10818,2006,193417.6474
2761,RL,10184,2006,183313.6012
2762,RL,9510,2006,180882.2508
2763,RL,10800,2006,186735.698
2764,RL,11650,2006,172922.8654
2765,RL,18275,2006,202551.6772
2766,RL,12144,2006,190485.6341
2767,RL,8544,2006,173439.4936
2768,RL,8512,2006,196613.5988
2769,RL,7000,2006,178152.2597
2770,RL,7400,2006,174519.9048
2771,RL,7000,2006,172627.7969
2772,RL,7000,2006,173732.6895
2773,RM,9856,2006,209219.8448
2774,RM,9600,2006,181059.3743
2775,RM,5520,2006,188515.443
2776,RM,9600,2006,182164.2669
2777,RM,6451,2006,188137.9016
2778,RM,3960,2006,158893.5431
2779,RM,7745,2006,189579.6507
2780,RM,7741,2006,165229.8035
2781,RM,5633,2006,162186.0712
2782,RM,7200,2006,166374.8799
2783,RM,7614,2006,161665.185
2784,RM,6000,2006,175079.3288
2785,RM,6000,2006,203840.874
2786,RM,7830,2006,152129.0789
2787,RM,9576,2006,181012.1414
2788,RM,5747,2006,161305.535
2789,RM,6300,2006,203326.393
2790,RM,5976,2006,168385.5711
2791,RM,9750,2006,183564.3652
2792,C (all),4761,2006,163784.6194
2793,RL,11737,2006,171989.1922
2794,RM,6120,2006,180839.9562
2795,RM,6120,2006,170895.9232
2796,RL,11672,2006,174071.0548
2797,RM,33120,2006,259423.8591
2798,RM,10320,2006,188000.8247
2799,RM,7518,2006,179171.7036
2800,RM,9000,2006,171022.2414
2801,RM,7200,2006,174126.2972
2802,RL,12375,2006,187625.5733
2803,RL,11136,2006,199567.9464
2804,RL,21370,2006,205328.0782
2805,RL,8250,2006,166231.535
2806,RL,5220,2006,154743.9161
2807,RL,5500,2006,159714.537
2808,RL,11327,2006,185563.0691
2809,RL,10366,2006,171500.7967
2810,RL,9000,2006,180983.4438
2811,RL,9535,2006,183141.2369
2812,RL,7176,2006,178498.6345
2813,RL,9662,2006,224323.7105
2814,RL,8235,2006,218200.6421
2815,RL,17529,2006,182283.1778
2816,RL,20355,2006,190054.6392
2817,RL,13050,2006,160192.4539
2818,RL,10820,2006,171289.3936
2819,RL,1700,2006,151131.0987
2820,RL,9375,2006,181721.4582
2821,RL,6488,2006,172725.0539
2822,RL,19950,2006,222438.6991
2823,RL,19800,2006,235419.3734
2824,RL,11679,2006,185150.926
2825,RL,12048,2006,184772.2396
2826,RL,10519,2006,180658.2164
2827,RL,9525,2006,209673.3166
2828,RL,12128,2006,205939.8106
2829,RL,9069,2006,165633.5733
2830,RL,11003,2006,186030.3172
2831,RL,7488,2006,160312.3196
2832,RL,13377,2006,190702.4403
2833,RL,11645,2006,175122.8103
2834,RL,10984,2006,183783.1394
2835,RL,9316,2006,178290.6663
2836,RL,9316,2006,181605.344
2837,RL,12000,2006,187992.4514
2838,RL,13015,2006,188885.1178
2839,RL,12438,2006,189959.3448
2840,RL,8685,2006,179258.6192
2841,RL,9272,2006,181518.7503
2842,RL,13426,2006,193008.6592
2843,RL,8340,2006,186313.8939
2844,RL,10385,2006,181499.3919
2845,RL,7200,2006,174126.2972
2846,RL,9930,2006,183918.6121
2847,RL,9468,2006,184114.2709
2848,RL,11088,2006,158540.9478
2849,RL,8726,2006,197034.7591
2850,RL,10566,2006,185170.2845
2851,RL,21533,2006,221134.5336
2852,RL,11250,2006,184306.6376
2853,RL,11250,2006,199792.3027
2854,RM,4435,2006,143237.8036
2855,RL,8810,2006,177294.8389
2856,RL,8581,2006,182368.6209
2857,RL,8400,2006,176487.9432
2858,RL,8772,2006,183849.4088
2859,RL,8777,2006,184964.1415
2860,RL,7840,2006,196395.9696
2861,RL,16133,2006,188374.9367
2862,RL,7162,2006,176261.2968
2863,RL,8050,2006,163628.1422
2864,RL,11060,2006,180618.0326
2865,RM,3675,2006,161647.3298
2866,RM,2522,2006,167129.5989
2867,RL,6956,2006,174750.9884
2868,RL,7822,2006,177560.2021
2869,RL,8707,2006,192577.7961
2870,RL,16012,2006,199202.899
2871,RL,8248,2006,182818.1567
2872,RL,8088,2006,148217.2625
2873,RL,11388,2006,188997.7971
2874,RL,10890,2006,185807.9289
2875,RH,6430,2006,177030.4778
2876,RL,7000,2006,175942.4746
2877,RL,4899,2006,172912.5186
2878,RL,9399,2006,198359.2489
2879,RL,10164,2006,184379.133
2880,RL,6191,2006,194255.5669
2881,RL,21780,2006,209449.6516
2882,RL,12400,2006,169979.324
2883,RL,8170,2006,188206.2819
2884,RL,12320,2006,186412.4386
2885,RL,14210,2006,196761.3864
2886,RL,15600,2006,208353.2696
2887,RM,7288,2006,166548.0672
2888,RM,7000,2006,175942.4746
2889,RM,8534,2006,166790.4579
2890,RM,7030,2006,160515.8506
2891,RM,9060,2006,192167.6211
2892,C (all),12366,2006,178751.5511
2893,C (all),9000,2006,198678.8941
2894,C (all),8520,2006,164553.1203
2895,RM,5748,2006,156887.9329
2896,RM,3842,2006,164185.7773
2897,RL,23580,2006,212992.1206
2898,RL,8385,2006,197468.5505
2899,RL,9116,2006,180106.8437
2900,RL,11080,2006,183972.0711
2901,RL,50102,2006,245283.1983
2902,RL,8098,2006,170351.9634
2903,RL,13618,2006,195596.3077
2904,RL,11577,2006,189369.7563
2906,RM,7020,2006,169335.3106
2907,RM,2665,2006,167411.0284
2908,RL,10172,2006,187709.555
2909,RL,11836,2006,196526.003
2910,RM,1470,2006,137402.5699
2911,RM,1484,2006,165086.7751
2912,RL,13384,2006,188506.4314
2913,RM,1533,2006,172917.4568
2914,RM,1526,2006,166274.3252
2915,RM,1936,2006,167081.2209
2916,RM,1894,2006,164788.7782
2917,RL,20000,2006,219222.4234
2918,RL,10441,2006,184924.2797
2919,RL,9627,2006,187741.8667
