Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
2150,RL,20270,IR1,6,1979,Gable,CBlock,1524.0,GasA,SBrkr,1524,TA,7,Attchd,1979.0,478.0,TA,2008,199158.097
2151,RL,5190,Reg,5,1948,Gable,CBlock,570.0,GasA,SBrkr,1079,TA,5,Attchd,1948.0,249.0,TA,2008,152889.521
2153,RL,9571,Reg,6,1956,Hip,CBlock,1509.0,GasA,FuseA,1509,Gd,6,Attchd,1956.0,322.0,TA,2008,181416.7324
2155,RL,9360,Reg,8,1962,Gable,CBlock,621.0,GasA,SBrkr,1269,TA,7,Detchd,1962.0,280.0,TA,2008,185421.0465
2156,RL,9771,IR3,5,1995,Gable,PConc,1077.0,GasA,SBrkr,2814,Gd,9,BuiltIn,1995.0,614.0,TA,2008,193981.3276
2157,RL,9938,Reg,5,1994,Gable,PConc,1602.0,GasA,SBrkr,1626,Gd,7,Attchd,1994.0,534.0,TA,2008,178824.3248
2158,RL,14171,IR2,5,1993,Gable,PConc,812.0,GasA,SBrkr,2200,Gd,9,Attchd,1993.0,453.0,TA,2008,209270.0516
2159,RL,10541,IR1,5,1996,Gable,PConc,672.0,GasA,SBrkr,2037,Gd,8,Attchd,1996.0,472.0,TA,2008,177801.2668
2160,RL,10616,IR1,5,2007,Gable,PConc,628.0,GasA,SBrkr,1356,Gd,6,BuiltIn,2007.0,484.0,TA,2008,179053.7622
2161,RL,9345,IR1,5,2007,Gable,PConc,1615.0,GasA,SBrkr,1615,Gd,7,Attchd,2007.0,864.0,TA,2008,178762.1706
2162,RL,11778,Reg,5,2008,Hip,PConc,2271.0,GasA,SBrkr,2276,Ex,7,Attchd,2008.0,1348.0,TA,2008,184655.3005
2163,RL,11778,Reg,5,2008,Hip,PConc,1751.0,GasA,SBrkr,1766,Ex,8,Attchd,2008.0,874.0,TA,2008,191284.6558
2164,RL,11454,IR2,5,1995,Gable,PConc,1401.0,GasA,SBrkr,1511,Gd,6,Attchd,1995.0,811.0,TA,2008,179598.0858
2165,RL,11500,IR1,6,1966,Flat,CBlock,1182.0,GasA,SBrkr,1643,TA,6,Attchd,1966.0,438.0,TA,2008,167517.6281
2166,RL,9750,Reg,7,1994,Gable,PConc,990.0,GasA,SBrkr,990,TA,5,Detchd,1997.0,528.0,TA,2008,182873.9038
2167,RL,8696,IR1,5,1997,Gable,PConc,1418.0,GasA,SBrkr,1418,Gd,5,Attchd,1997.0,558.0,TA,2008,177484.9137
2168,RL,13142,IR1,5,1997,Gable,PConc,864.0,GasA,SBrkr,1771,Gd,6,Attchd,1997.0,600.0,TA,2008,188444.5973
2169,RL,8998,IR1,5,2000,Gable,PConc,782.0,GasA,SBrkr,1652,Gd,6,Attchd,2000.0,532.0,TA,2008,179184.1538
2170,RL,12192,IR1,5,2000,Gable,PConc,928.0,GasA,SBrkr,1823,Gd,6,Attchd,2000.0,626.0,TA,2008,184365.1758
2171,RL,12250,IR1,6,1978,Gable,CBlock,864.0,GasA,SBrkr,1174,TA,5,Attchd,1978.0,528.0,TA,2008,184479.322
2172,RL,9216,IR1,6,1975,Gable,CBlock,1076.0,GasA,SBrkr,1076,TA,5,Detchd,1985.0,576.0,TA,2008,182927.8639
2173,RL,14330,IR1,6,1975,Gable,CBlock,864.0,GasA,SBrkr,1558,TA,5,Attchd,1975.0,440.0,TA,2008,178611.6394
2174,RL,10400,Reg,5,2001,Gable,PConc,1257.0,GasA,SBrkr,2161,Gd,8,Attchd,2001.0,570.0,TA,2008,181943.3436
2175,RL,9720,IR1,5,2001,Gable,PConc,1357.0,GasA,SBrkr,1947,Gd,7,BuiltIn,2001.0,725.0,TA,2008,175080.6148
2176,RL,14860,IR2,5,2002,Hip,PConc,1778.0,GasA,SBrkr,1786,Gd,6,Attchd,2002.0,715.0,TA,2008,190720.7946
2177,RL,10905,IR2,5,2003,Gable,PConc,1129.0,GasA,SBrkr,2327,Gd,9,BuiltIn,2003.0,596.0,TA,2008,198422.8681
2178,RL,11690,IR1,5,1999,Gable,PConc,850.0,GasA,SBrkr,1764,Gd,7,Attchd,1999.0,560.0,TA,2008,184482.1131
2179,RM,4426,Reg,5,2004,Gable,PConc,848.0,GasA,SBrkr,848,Gd,3,Attchd,2004.0,420.0,TA,2008,139214.9522
2180,RM,10126,Reg,5,1997,Gable,PConc,1838.0,GasA,SBrkr,1838,TA,8,Attchd,1998.0,721.0,TA,2008,169233.1136
2181,RL,9750,Reg,5,2004,Gable,PConc,1445.0,GasA,SBrkr,1445,Gd,6,Attchd,2004.0,470.0,TA,2008,180664.1187
2182,RL,11058,Reg,6,2007,Gable,PConc,1564.0,GasA,SBrkr,1564,Gd,6,Attchd,2007.0,814.0,TA,2008,178818.7426
2183,RL,9627,Reg,5,2007,Gable,PConc,1351.0,GasA,SBrkr,1361,Gd,6,Attchd,2007.0,610.0,TA,2008,180422.05
2184,RL,9825,Reg,5,1966,Hip,CBlock,1092.0,GasA,SBrkr,1092,TA,6,Attchd,1966.0,264.0,TA,2008,178601.9365
2185,RL,12102,Reg,5,1976,Gable,CBlock,456.0,GasA,SBrkr,1033,TA,6,BuiltIn,1976.0,504.0,TA,2008,183083.1598
2186,RL,6500,Reg,6,1976,Hip,CBlock,1127.0,GasA,SBrkr,1127,TA,6,Detchd,1991.0,480.0,TA,2008,173163.1015
2187,RL,9638,IR1,6,1977,Hip,CBlock,1029.0,GasA,SBrkr,1117,TA,6,Attchd,1977.0,542.0,TA,2008,185968.1612
2188,RL,7200,Reg,7,1976,Hip,CBlock,684.0,GasA,SBrkr,1398,TA,6,Attchd,1976.0,440.0,TA,2008,171226.0507
2189,RL,47007,IR1,7,1959,Gable,Slab,0.0,GasA,SBrkr,3820,Ex,11,Attchd,1959.0,624.0,TA,2008,281643.9761
2195,RL,9520,Reg,5,1953,Gable,CBlock,911.0,GasA,SBrkr,930,TA,5,Attchd,1953.0,286.0,TA,2008,165830.6973
2196,RL,7692,Reg,6,1954,Gable,CBlock,416.0,GasA,FuseA,1204,TA,6,Basment,1954.0,312.0,TA,2008,182138.3585
2197,RL,5142,Reg,7,1923,Gable,PConc,949.0,GasA,SBrkr,1292,Gd,6,Detchd,1923.0,205.0,TA,2008,171595.398
2198,RL,7290,Reg,8,1921,Gable,BrkTil,1228.0,GasA,SBrkr,1424,TA,7,Attchd,1921.0,312.0,TA,2008,160337.0792
2199,RL,7804,Reg,7,1930,Gable,BrkTil,960.0,GasA,SBrkr,1920,TA,10,Detchd,1930.0,480.0,TA,2008,191215.0887
2200,RL,8969,Reg,6,1926,Gambrel,BrkTil,644.0,GasA,SBrkr,1316,TA,6,Detchd,2001.0,369.0,TA,2008,166956.0932
2201,RL,15564,Reg,6,1914,Gable,BrkTil,676.0,GasA,SBrkr,1264,TA,6,Detchd,1994.0,400.0,TA,2008,186581.8309
2202,RL,7609,Reg,9,1925,Gable,PConc,798.0,GasA,SBrkr,1512,Gd,7,Detchd,1925.0,180.0,TA,2008,176450.5486
2203,RL,9650,IR1,3,1923,Hip,BrkTil,784.0,GasA,SBrkr,1603,TA,7,Attchd,1980.0,599.0,TA,2008,193743.1949
2204,RL,11700,IR1,6,1937,Gable,CBlock,942.0,GasA,SBrkr,1938,Gd,7,Detchd,1937.0,240.0,TA,2008,198882.5661
2205,RL,9260,IR1,4,1938,Gable,BrkTil,884.0,GasA,FuseF,1374,TA,6,Detchd,1938.0,225.0,TA,2008,176385.1022
2206,RL,7801,IR1,5,1951,Hip,PConc,1091.0,GasA,FuseA,1091,TA,5,Attchd,1951.0,344.0,TA,2008,162447.6393
2207,RL,9670,IR1,6,1935,Gable,PConc,608.0,GasA,SBrkr,1873,TA,9,Detchd,1935.0,786.0,TA,2008,193782.5557
2208,RL,12392,Reg,9,1950,Gable,CBlock,832.0,GasA,SBrkr,2161,Gd,8,Attchd,1994.0,506.0,TA,2008,183653.8909
2209,RL,26073,IR1,5,1956,Gable,PConc,1898.0,GasA,FuseA,1898,TA,7,Attchd,1956.0,484.0,TA,2008,210578.6235
2210,RM,1879,Reg,6,1980,Gable,CBlock,516.0,GasA,SBrkr,1032,TA,5,Detchd,1980.0,462.0,TA,2008,158527.1641
2211,RM,7000,Reg,8,1926,Gable,BrkTil,894.0,GasA,SBrkr,919,TA,5,Detchd,1926.0,195.0,TA,2008,163081.0257
2212,RM,6000,Reg,8,1940,Gable,CBlock,720.0,GasA,SBrkr,1090,TA,5,Detchd,1940.0,240.0,TA,2008,174388.8674
2214,RM,6000,Reg,5,1967,Hip,CBlock,624.0,GasA,SBrkr,1656,TA,7,Attchd,1967.0,288.0,TA,2008,174388.8674
2215,RM,7392,Reg,7,1930,Gable,BrkTil,520.0,GasA,FuseA,912,TA,5,Detchd,1934.0,360.0,TA,2008,161642.7116
2216,RM,9000,Reg,5,1958,Gable,CBlock,1151.0,GasA,FuseA,1955,TA,7,Attchd,1958.0,356.0,TA,2008,186939.5072
2218,C (all),5280,Reg,7,1895,Gable,Stone,173.0,GasA,SBrkr,1361,TA,6,Detchd,1895.0,185.0,TA,2008,159695.9998
2219,C (all),5150,Reg,7,1910,Gable,PConc,356.0,GasA,FuseA,1049,TA,5,Detchd,1910.0,195.0,Fa,2008,157230.3697
2220,C (all),9000,Reg,6,1920,Gable,Stone,592.0,GasA,SBrkr,864,Fa,5,Detchd,1920.0,216.0,Fa,2008,179188.0899
2221,RM,3843,IR1,5,2007,Hip,PConc,1596.0,GasA,SBrkr,1648,Ex,5,Attchd,2007.0,525.0,TA,2008,157972.8212
2222,RM,3811,IR1,5,2004,Hip,PConc,1594.0,GasA,SBrkr,1646,Ex,5,Attchd,2004.0,482.0,TA,2008,156804.9514
2223,RL,23730,IR2,5,1996,Gable,PConc,1840.0,GasA,SBrkr,2032,Gd,7,Attchd,1996.0,786.0,TA,2008,211491.9725
2224,RL,11050,Reg,5,1996,Gable,PConc,910.0,GasA,SBrkr,1820,Gd,8,Attchd,1996.0,816.0,TA,2008,186537.2462
2225,RL,10260,Reg,4,1976,Gable,CBlock,0.0,GasA,SBrkr,1872,TA,8,Attchd,1976.0,484.0,TA,2008,200468.1611
2226,RL,9990,Reg,5,1991,Gable,PConc,1680.0,GasA,SBrkr,1689,TA,6,Attchd,1991.0,432.0,TA,2008,182241.3404
2227,RL,4084,IR1,6,1986,Gable,CBlock,1277.0,GasA,SBrkr,1501,Gd,6,Attchd,1986.0,512.0,TA,2008,157342.2259
2228,RL,11563,IR1,5,2006,Hip,PConc,1518.0,GasA,SBrkr,1537,Gd,8,Attchd,2007.0,788.0,TA,2008,182022.3871
2229,RL,12852,IR1,5,2007,Gable,PConc,920.0,GasA,SBrkr,1780,Gd,6,Attchd,2007.0,612.0,TA,2008,181244.5109
2230,RL,9802,Reg,5,2006,Gable,PConc,352.0,GasA,SBrkr,1442,TA,6,BuiltIn,2007.0,400.0,TA,2008,178556.6716
2231,RL,12018,IR1,5,2008,Gable,PConc,796.0,GasA,SBrkr,1612,Gd,6,Attchd,2008.0,666.0,TA,2008,189547.1999
2232,RL,12890,IR1,5,1989,Gable,CBlock,1495.0,GasA,SBrkr,1495,TA,8,Attchd,1989.0,438.0,TA,2008,187948.6517
2233,RL,18265,Reg,5,1986,Gable,CBlock,1256.0,GasA,SBrkr,1256,Gd,6,Attchd,1986.0,578.0,TA,2008,194107.2876
2234,RL,11202,IR1,5,2003,Hip,PConc,1432.0,GasA,SBrkr,1440,Gd,7,Attchd,2003.0,467.0,TA,2008,183521.7104
2235,RL,7915,IR1,5,1999,Hip,PConc,1666.0,GasA,SBrkr,1675,Gd,6,Attchd,1999.0,435.0,TA,2008,183682.1236
2236,RL,11449,IR1,5,2007,Gable,PConc,1884.0,GasA,SBrkr,1728,Gd,7,Attchd,2007.0,520.0,TA,2008,178483.3531
2237,RL,11447,IR1,5,2005,Gable,PConc,1964.0,GasA,SBrkr,1964,Gd,7,Attchd,2005.0,892.0,TA,2008,184003.8798
2238,RM,8940,IR1,5,1997,Gable,PConc,1344.0,GasA,SBrkr,1344,TA,8,Attchd,1997.0,784.0,TA,2008,171318.5903
2240,RM,4500,Reg,5,1997,Hip,PConc,1189.0,GasA,SBrkr,1189,TA,4,Attchd,1997.0,392.0,TA,2008,154846.2522
2241,RL,14137,Reg,5,1964,Gable,CBlock,1200.0,GasA,SBrkr,1200,TA,6,2Types,1964.0,850.0,TA,2008,194822.3657
2242,RM,4224,Reg,6,1975,Gable,PConc,1040.0,GasA,SBrkr,1040,TA,6,Attchd,1975.0,499.0,TA,2008,169788.7388
2243,RM,2665,Reg,7,1976,Gable,PConc,550.0,GasA,SBrkr,1475,TA,6,Attchd,1976.0,336.0,TA,2008,178891.5545
2244,RM,1974,Reg,7,1973,Gable,CBlock,526.0,GasA,SBrkr,988,TA,5,BuiltIn,1973.0,297.0,TA,2008,152084.7724
2245,RM,1596,Reg,6,1973,Gable,CBlock,462.0,GasA,SBrkr,988,TA,4,BuiltIn,1973.0,297.0,TA,2008,139169.8664
2246,RL,17979,IR1,6,1968,Gable,CBlock,1113.0,GasA,SBrkr,1160,Gd,6,Attchd,1968.0,257.0,TA,2008,192439.536
2248,RL,6490,Reg,7,1983,Gable,CBlock,816.0,GasA,SBrkr,816,TA,4,Attchd,1983.0,264.0,TA,2008,158762.6485
2249,RL,6600,Reg,6,1982,Gable,CBlock,845.0,GasA,SBrkr,845,Gd,6,Attchd,1982.0,264.0,TA,2008,175569.6904
2250,RL,12395,Reg,6,1984,Gable,CBlock,864.0,GasA,SBrkr,889,TA,6,Attchd,1984.0,484.0,TA,2008,183659.795
2252,RL,10667,Reg,6,1971,Gable,CBlock,1587.0,GasA,SBrkr,1587,TA,7,Attchd,1971.0,525.0,TA,2007,180051.8092
2253,RL,8872,IR1,5,1997,Gable,PConc,384.0,GasA,SBrkr,1384,TA,7,BuiltIn,1997.0,390.0,TA,2007,176519.1803
2254,RL,10147,IR1,5,1994,Gable,PConc,392.0,GasA,SBrkr,1694,TA,7,BuiltIn,1994.0,398.0,TA,2007,179028.4292
2255,RL,8637,IR1,5,1999,Gable,PConc,923.0,GasA,SBrkr,1714,TA,7,Attchd,2000.0,451.0,TA,2007,177161.5839
2256,RL,7875,Reg,5,1996,Gable,PConc,691.0,GasA,SBrkr,1553,Gd,6,Attchd,1996.0,420.0,TA,2007,180081.5088
2257,RL,7500,Reg,5,1999,Gable,PConc,938.0,GasA,SBrkr,2299,TA,7,Attchd,1999.0,482.0,TA,2007,205895.2546
2258,RL,9556,IR1,5,1992,Gable,PConc,1168.0,GasA,SBrkr,1187,Gd,6,Attchd,1992.0,420.0,TA,2007,183389.7813
2259,RL,7655,IR1,5,1993,Gable,PConc,903.0,GasA,SBrkr,1642,TA,7,Attchd,1993.0,392.0,TA,2007,178543.6479
2260,RL,18160,Reg,6,1964,Gable,CBlock,1302.0,GasA,SBrkr,1128,TA,6,Attchd,1964.0,480.0,TA,2007,194798.3205
2261,RL,4740,IR1,5,1988,Gable,CBlock,1166.0,GasA,SBrkr,1179,TA,5,Attchd,1988.0,480.0,TA,2007,162845.6137
2262,RL,5118,IR1,5,1990,Gable,PConc,1312.0,GasA,SBrkr,1321,Gd,4,Attchd,1990.0,484.0,TA,2007,148103.867
2263,RL,12328,IR1,5,2005,Hip,PConc,1149.0,GasA,SBrkr,2541,Ex,10,BuiltIn,2005.0,729.0,TA,2007,201016.1711
2264,RL,51974,IR1,5,2006,Hip,PConc,2660.0,GasA,SBrkr,2338,Gd,8,Attchd,2005.0,1110.0,TA,2007,277936.1269
2265,RL,41600,IR1,5,1969,Gable,CBlock,1100.0,GasW,SBrkr,1424,TA,7,2Types,1969.0,828.0,TA,2007,249768.2798
2266,RL,8035,IR1,5,2006,Gable,PConc,1612.0,GasA,SBrkr,1612,Ex,6,Attchd,2006.0,556.0,TA,2007,161596.0522
2267,RL,14082,IR1,5,2006,Hip,PConc,2220.0,GasA,SBrkr,2234,Gd,7,Attchd,2006.0,724.0,TA,2007,158011.1149
2268,RL,13870,IR1,5,2006,Hip,PConc,1742.0,GasA,SBrkr,2042,Ex,8,Attchd,2007.0,724.0,TA,2007,194089.6839
2269,RL,10960,IR1,5,1984,Hip,CBlock,1284.0,GasA,SBrkr,1284,TA,5,Attchd,1984.0,480.0,TA,2007,181733.3369
2270,RL,12090,Reg,7,1981,Gable,CBlock,725.0,GasA,SBrkr,1479,Gd,6,Attchd,1981.0,484.0,TA,2007,182852.3277
2271,RL,12299,Reg,6,1978,Gable,CBlock,1529.0,GasA,SBrkr,1664,Gd,7,Attchd,1978.0,663.0,TA,2007,189893.0031
2272,RL,11339,IR1,5,1979,Hip,CBlock,780.0,GasA,SBrkr,1930,Gd,9,Attchd,1979.0,481.0,TA,2007,194650.211
2273,RL,11850,Reg,6,1984,Gable,CBlock,1153.0,GasA,SBrkr,1177,Gd,6,Attchd,1984.0,495.0,TA,2007,187904.4613
2274,RL,10400,Reg,5,1979,Gable,CBlock,1259.0,GasA,SBrkr,1353,TA,5,Attchd,1979.0,478.0,TA,2007,171774.9256
2275,RL,13001,IR1,5,1971,Hip,CBlock,1625.0,GasA,SBrkr,1220,TA,6,Attchd,1971.0,944.0,TA,2007,177998.6859
2276,RL,8991,IR1,6,1976,Gable,CBlock,1228.0,GasA,SBrkr,1324,Gd,5,Attchd,1976.0,585.0,TA,2007,175648.4843
2277,RL,8000,Reg,6,1974,Gable,CBlock,1084.0,GasA,SBrkr,1877,TA,8,Attchd,1974.0,488.0,TA,2007,196918.0714
2278,RL,9457,Reg,6,1970,Gable,CBlock,925.0,GasA,SBrkr,1422,TA,7,Detchd,1988.0,576.0,TA,2007,184299.8381
2279,RL,7920,Reg,5,1970,Gable,CBlock,914.0,GasA,SBrkr,914,Ex,5,Attchd,1970.0,368.0,Gd,2007,182379.8557
2280,RL,17199,Reg,7,1961,Gable,BrkTil,914.0,GasA,SBrkr,914,TA,4,Basment,1961.0,270.0,TA,2007,184050.7258
2281,RH,4113,IR1,5,2001,Gable,PConc,1337.0,GasA,SBrkr,1337,Gd,5,Attchd,2001.0,511.0,TA,2007,158296.976
2282,RH,10943,IR2,5,1997,Gable,PConc,1405.0,GasA,SBrkr,1337,Gd,5,Attchd,1997.0,522.0,TA,2007,175053.3556
2283,RM,2205,Reg,6,1973,Gable,CBlock,525.0,GasA,SBrkr,1092,TA,6,Detchd,1973.0,264.0,TA,2007,162293.3761
2284,RM,2058,Reg,5,1973,Gable,CBlock,672.0,GasA,SBrkr,1218,Ex,7,Detchd,1973.0,264.0,TA,2007,186328.88
2285,RL,2304,Reg,7,1978,Gable,CBlock,1061.0,GasA,SBrkr,1055,TA,4,Attchd,1978.0,319.0,TA,2007,151422.1169
2286,RL,7150,Reg,6,1966,Hip,CBlock,988.0,GasA,SBrkr,988,TA,5,Detchd,1974.0,360.0,TA,2007,181969.3587
2287,RL,12469,Reg,5,2006,Hip,PConc,1790.0,GasA,SBrkr,1816,Ex,7,Attchd,2007.0,730.0,TA,2007,189122.677
2288,RL,11825,Reg,5,2006,Gable,PConc,1694.0,GasA,SBrkr,1694,Gd,7,Attchd,2006.0,856.0,TA,2007,185645.4752
2289,RL,14333,Reg,5,2007,Gable,PConc,2108.0,GasA,SBrkr,2122,Gd,7,Attchd,2007.0,938.0,TA,2007,182829.8981
2290,RL,13641,Reg,5,2007,Hip,PConc,1934.0,GasA,SBrkr,2656,Ex,8,Attchd,2007.0,1040.0,TA,2007,195848.7882
2291,RL,13440,Reg,5,2006,Hip,PConc,1108.0,GasA,SBrkr,2550,Ex,11,BuiltIn,2006.0,670.0,TA,2007,198785.0596
2292,RL,15431,Reg,5,2005,Hip,PConc,1994.0,GasA,SBrkr,2046,Ex,7,Attchd,2005.0,878.0,TA,2007,181676.1266
2293,RL,13891,Reg,5,2007,Hip,PConc,2552.0,GasA,SBrkr,2552,Ex,8,Attchd,2007.0,932.0,TA,2007,194131.0127
2294,RL,13654,IR1,5,2005,Gable,PConc,1704.0,GasA,SBrkr,2758,Ex,9,BuiltIn,2005.0,814.0,TA,2007,201416.0049
2295,RL,17169,IR2,5,2007,Hip,PConc,2320.0,GasA,SBrkr,2290,Ex,7,Attchd,2007.0,1174.0,TA,2007,185096.5772
2296,RL,16659,IR1,5,2007,Gable,PConc,1582.0,GasA,SBrkr,2152,Gd,7,Detchd,2007.0,728.0,TA,2007,195158.9726
2297,RL,9709,IR1,5,2007,Gable,PConc,918.0,GasA,SBrkr,2100,Ex,8,BuiltIn,2007.0,786.0,TA,2007,184795.7837
2298,RL,13615,IR1,5,2006,Hip,PConc,1802.0,GasA,SBrkr,1802,Ex,7,Attchd,2006.0,843.0,TA,2007,189168.2639
2299,RL,13069,IR1,5,2004,Gable,PConc,1706.0,GasA,SBrkr,2956,Ex,11,BuiltIn,2004.0,916.0,TA,2007,216855.2601
2300,RL,14277,Reg,5,2003,Gable,PConc,1317.0,GasA,SBrkr,2385,Gd,7,Attchd,2003.0,818.0,TA,2007,184946.6425
2301,RL,12568,Reg,5,2007,Hip,PConc,895.0,GasA,SBrkr,1818,Ex,8,Attchd,2007.0,774.0,TA,2007,189317.5128
2302,RL,9926,IR1,5,2005,Gable,PConc,1614.0,GasA,SBrkr,1614,Gd,7,Attchd,2005.0,878.0,TA,2007,180803.2778
2303,RL,9254,IR1,5,2005,Gable,PConc,1721.0,GasA,SBrkr,1721,Gd,7,Attchd,2005.0,554.0,TA,2007,175061.1859
2304,RL,10732,IR1,5,2006,Gable,PConc,1298.0,GasA,SBrkr,1828,Gd,7,BuiltIn,2006.0,876.0,TA,2007,179074.8391
2305,RL,3901,Reg,5,2005,Gable,PConc,1302.0,GasA,SBrkr,1302,Gd,5,Attchd,2005.0,631.0,TA,2007,145708.7643
2306,RL,3903,Reg,5,2005,Gable,PConc,1302.0,GasA,SBrkr,1302,Gd,5,Attchd,2005.0,631.0,TA,2007,142398.0228
2307,RL,6289,IR1,5,2005,Gable,PConc,1362.0,GasA,SBrkr,1362,Gd,6,Attchd,2005.0,460.0,TA,2007,161474.5349
2308,RL,4590,Reg,5,2006,Gable,PConc,1554.0,GasA,SBrkr,1554,Gd,6,Attchd,2006.0,627.0,TA,2007,157025.9452
2309,RL,7841,IR1,5,2005,Hip,PConc,1577.0,GasA,SBrkr,1577,Ex,6,Attchd,2005.0,564.0,TA,2007,163424.0378
2310,RL,6240,Reg,5,2006,Hip,PConc,1324.0,GasA,SBrkr,1324,Gd,6,Attchd,2006.0,550.0,TA,2007,164692.7786
2311,RL,3242,Reg,5,2003,Gable,PConc,1405.0,GasA,SBrkr,1405,Gd,6,Attchd,2003.0,478.0,TA,2007,152163.2444
2312,RL,15810,IR1,5,2007,Gable,CBlock,768.0,GasA,SBrkr,1496,Gd,7,Attchd,2007.0,572.0,TA,2007,192383.2155
2313,RL,10237,Reg,5,2005,Gable,PConc,768.0,GasA,SBrkr,1536,Gd,6,Attchd,2005.0,400.0,TA,2007,182520.2303
2314,RL,13204,IR1,5,2006,Gable,PConc,608.0,GasA,SBrkr,1458,Gd,6,BuiltIn,2007.0,454.0,TA,2007,187254.5075
2315,RL,8857,IR1,5,2006,Gable,PConc,738.0,GasA,SBrkr,1495,Gd,7,Attchd,2006.0,440.0,TA,2007,176489.6597
2316,RL,9729,IR1,5,2006,Gable,PConc,698.0,GasA,SBrkr,1746,Gd,6,BuiltIn,2007.0,350.0,TA,2007,181520.4668
2317,RL,12216,IR1,5,2005,Gable,PConc,1326.0,GasA,SBrkr,1326,Gd,6,Attchd,2005.0,388.0,TA,2007,186414.9782
2318,RL,8229,IR1,5,2007,Gable,PConc,752.0,GasA,SBrkr,1504,Gd,6,Attchd,2007.0,440.0,TA,2007,185197.7646
2319,RL,7713,Reg,5,2007,Gable,PConc,728.0,GasA,SBrkr,1456,Gd,7,Attchd,2007.0,400.0,TA,2007,178657.7941
2320,RL,7697,Reg,6,2007,Gable,PConc,1246.0,GasA,SBrkr,1258,Gd,6,Attchd,2007.0,462.0,TA,2007,179731.198
2321,RL,3621,Reg,5,2003,Hip,PConc,1406.0,GasA,SBrkr,1589,Gd,7,Attchd,2003.0,630.0,TA,2007,161748.2713
2322,RL,3710,Reg,5,2007,Gable,PConc,1266.0,GasA,SBrkr,1266,Gd,6,Attchd,2007.0,388.0,TA,2007,158608.7491
2323,RL,16219,IR2,5,2004,Gable,PConc,835.0,GasA,SBrkr,1119,Gd,5,Attchd,2004.0,437.0,TA,2007,178807.3706
2324,RL,11084,IR1,5,2004,Gable,PConc,384.0,GasA,SBrkr,1374,Gd,8,BuiltIn,2004.0,400.0,TA,2007,184187.1588
2325,RL,10936,IR1,5,2006,Gable,PConc,1510.0,GasA,SBrkr,1525,Gd,6,Attchd,2006.0,534.0,TA,2007,181686.104
2326,RL,11950,IR1,5,2003,Gable,PConc,384.0,GasA,SBrkr,1394,Gd,7,BuiltIn,2003.0,400.0,TA,2007,190311.0502
2327,RL,7875,Reg,5,2003,Gable,PConc,847.0,GasA,SBrkr,1948,Gd,8,BuiltIn,2003.0,434.0,TA,2007,192252.4964
2328,RL,8740,IR1,5,2002,Gable,PConc,854.0,GasA,SBrkr,1995,Gd,8,BuiltIn,2002.0,435.0,TA,2007,193954.8495
2329,RL,9487,IR1,5,2000,Gable,PConc,915.0,GasA,SBrkr,1690,TA,7,Attchd,2000.0,442.0,TA,2007,181044.2016
2330,RL,9649,IR1,5,1999,Gable,PConc,941.0,GasA,SBrkr,1644,TA,7,Attchd,1999.0,460.0,TA,2007,180258.1312
2331,RL,12191,IR1,5,1997,Hip,PConc,1779.0,GasA,SBrkr,2551,Gd,8,Attchd,1998.0,925.0,TA,2007,199641.6573
2332,RL,10557,IR1,5,1998,Gable,PConc,1408.0,GasA,SBrkr,3078,Gd,9,Attchd,1998.0,806.0,TA,2007,197530.7752
2333,RL,11002,IR1,5,1998,Gable,PConc,1389.0,GasA,SBrkr,2582,Gd,9,Attchd,1998.0,758.0,TA,2007,191777.1969
2334,RL,10790,Reg,5,1998,Gable,PConc,1066.0,GasA,SBrkr,2385,Gd,8,BuiltIn,1998.0,600.0,TA,2007,195779.543
2335,RL,11762,Reg,5,1992,Gable,PConc,1105.0,GasA,SBrkr,2202,Gd,9,Attchd,1992.0,517.0,TA,2007,202112.0465
2336,RL,9044,IR1,5,1996,Gable,PConc,1325.0,GasA,SBrkr,2538,Gd,8,Attchd,1996.0,933.0,TA,2007,192343.3481
2337,RL,9910,Reg,6,2007,Gable,PConc,1369.0,GasA,SBrkr,1369,Gd,5,Attchd,2007.0,605.0,TA,2007,185191.3594
2338,RL,11830,Reg,5,2007,Gable,PConc,1542.0,GasA,SBrkr,1542,Gd,6,Attchd,2007.0,852.0,TA,2007,186760.208
2339,RL,10612,Reg,5,2006,Gable,PConc,1524.0,GasA,SBrkr,1534,Gd,7,Attchd,2006.0,484.0,TA,2007,177733.7819
2340,RL,12291,IR1,5,2007,Hip,PConc,1966.0,GasA,SBrkr,1966,Ex,6,Attchd,2007.0,1092.0,TA,2007,164430.3912
2341,RL,9965,Reg,5,2007,Gable,PConc,1528.0,GasA,SBrkr,1528,Gd,6,Attchd,2007.0,480.0,TA,2007,185299.6016
2342,RL,8847,Reg,5,2005,Gable,PConc,1538.0,GasA,SBrkr,1538,Gd,7,Attchd,2005.0,484.0,TA,2007,186414.0123
2343,RL,8251,Reg,5,2005,Gable,PConc,1494.0,GasA,SBrkr,1506,Gd,7,Attchd,2005.0,672.0,TA,2007,176401.9211
2344,RL,9605,Reg,5,2006,Gable,PConc,982.0,GasA,SBrkr,1977,Gd,7,Attchd,2006.0,574.0,TA,2007,182381.3226
